1933-janvier-01,12.353
1933-février-01,12.22
1933-mars-01,12.827
1933-avril-01,14.25
1933-mai-01,15.085
1933-juin-01,14.953
1933-juillet-01,14.44
1933-août-01,13.89
1933-septembre-01,13.036
1933-octobre-01,12.201
1933-novembre-01,11.404
1933-décembre-01,11.309
1934-janvier-01,10.987
1934-février-01,10.361
1934-mars-01,10.304
1934-avril-01,11.347
1934-mai-01,11.784
1934-juin-01,11.841
1934-juillet-01,11.841
1934-août-01,11.651
1934-septembre-01,11.404
1934-octobre-01,10.873
1934-novembre-01,10.209
1934-décembre-01,10.076
1935-janvier-01,10.247
1935-février-01,10.133
1935-mars-01,10.74
1935-avril-01,11.556
1935-mai-01,12.201
1935-juin-01,12.505
1935-juillet-01,12.732
1935-août-01,12.201
1935-septembre-01,12.068
1935-octobre-01,11.29
1935-novembre-01,11.139
1935-décembre-01,11.101
1936-janvier-01,10.342
1936-février-01,10
1936-mars-01,11.347
1936-avril-01,12.77
1936-mai-01,13.321
1936-juin-01,13.34
1936-juillet-01,13.188
1936-août-01,12.676
1936-septembre-01,12.315
1936-octobre-01,12.049
1936-novembre-01,11.594
1936-décembre-01,11.252
1937-janvier-01,12.467
1937-février-01,13.491
1937-mars-01,13.491
1937-avril-01,14.156
1937-mai-01,15.256
1937-juin-01,15.598
1937-juillet-01,16.034
1937-août-01,15.598
1937-septembre-01,14.516
1937-octobre-01,13.435
1937-novembre-01,12.638
1937-décembre-01,12.106
1938-janvier-01,12.144
1938-février-01,12.979
1938-mars-01,11.917
1938-avril-01,15.066
1938-mai-01,15.199
1938-juin-01,15.427
1938-juillet-01,15.427
1938-août-01,15.408
1938-septembre-01,14.706
1938-octobre-01,14.137
1938-novembre-01,13.302
1938-décembre-01,12.979
1939-janvier-01,13.036
1939-février-01,12.903
1939-mars-01,13.719
1939-avril-01,14.801
1939-mai-01,15.541
1939-juin-01,15.617
1939-juillet-01,15.503
1939-août-01,15.218
1939-septembre-01,14.592
1939-octobre-01,13.852
1939-novembre-01,13.416
1939-décembre-01,13.055
1940-janvier-01,12.315
1940-février-01,12.239
1940-mars-01,12.562
1940-avril-01,13.89
1940-mai-01,14.687
1940-juin-01,15.313
1940-juillet-01,15.408
1940-août-01,15.028
1940-septembre-01,14.782
1940-octobre-01,14.213
1940-novembre-01,13.435
1940-décembre-01,13.662
1941-janvier-01,14.288
1941-février-01,13.491
1941-mars-01,13.15
1941-avril-01,13.586
1941-mai-01,13.871
1941-juin-01,14.175
1941-juillet-01,14.099
1941-août-01,13.719
1941-septembre-01,13.093
1941-octobre-01,12.562
1941-novembre-01,12.03
1941-décembre-01,12.144
1942-janvier-01,11.86
1942-février-01,12.41
1942-mars-01,12.77
1942-avril-01,14.63
1942-mai-01,15.218
1942-juin-01,15.92
1942-juillet-01,15.882
1942-août-01,15.75
1942-septembre-01,15.275
1942-octobre-01,14.801
1942-novembre-01,14.554
1942-décembre-01,14.345
1943-janvier-01,15.104
1943-février-01,14.554
1943-mars-01,14.953
1943-avril-01,15.958
1943-mai-01,17.59
1943-juin-01,18.805
1943-juillet-01,18.805
1943-août-01,18.33
1943-septembre-01,17.476
1943-octobre-01,16.812
1943-novembre-01,16.224
1943-décembre-01,15.541
1944-janvier-01,14.744
1944-février-01,14.478
1944-mars-01,14.725
1944-avril-01,16.319
1944-mai-01,17.324
1944-juin-01,17.609
1944-juillet-01,17.211
1944-août-01,16.546
1944-septembre-01,15.977
1944-octobre-01,15.427
1944-novembre-01,14.972
1944-décembre-01,14.535
1945-janvier-01,14.213
1945-février-01,13.719
1945-mars-01,15.009
1945-avril-01,16.319
1945-mai-01,17.078
1945-juin-01,17.913
1945-juillet-01,18.159
1945-août-01,17.704
1945-septembre-01,17.059
1945-octobre-01,17.268
1945-novembre-01,16.546
1945-décembre-01,16.072
1946-janvier-01,15.996
1946-février-01,15.294
1946-mars-01,15.901
1946-avril-01,16.3
1946-mai-01,16.546
1946-juin-01,17.495
1946-juillet-01,17.666
1946-août-01,16.964
1946-septembre-01,16.148
1946-octobre-01,15.427
1946-novembre-01,14.839
1946-décembre-01,14.269
1947-janvier-01,14.118
1947-février-01,14.156
1947-mars-01,14.08
1947-avril-01,16.414
1947-mai-01,18.216
1947-juin-01,19.298
1947-juillet-01,18.824
1947-août-01,18.368
1947-septembre-01,17.875
1947-octobre-01,16.869
1947-novembre-01,16.129
1947-décembre-01,15.712
1948-janvier-01,15.617
1948-février-01,15.161
1948-mars-01,16.148
1948-avril-01,17.609
1948-mai-01,18.406
1948-juin-01,18.463
1948-juillet-01,18.254
1948-août-01,17.609
1948-septembre-01,16.812
1948-octobre-01,15.712
1948-novembre-01,15.066
1948-décembre-01,14.763
1949-janvier-01,14.877
1949-février-01,15.37
1949-mars-01,15.731
1949-avril-01,15.996
1949-mai-01,16.224
1949-juin-01,16.186
1949-juillet-01,16.015
1949-août-01,15.446
1949-septembre-01,14.573
1949-octobre-01,14.08
1949-novembre-01,13.226
1949-décembre-01,12.979
1950-janvier-01,14.459
1950-février-01,15.655
1950-mars-01,15.636
1950-avril-01,17.154
1950-mai-01,17.381
1950-juin-01,17.116
1950-juillet-01,16.736
1950-août-01,16.167
1950-septembre-01,15.92
1950-octobre-01,15.408
1950-novembre-01,15.066
1950-décembre-01,15.769
1951-janvier-01,15.787
1951-février-01,15.863
1951-mars-01,17.154
1951-avril-01,18.178
1951-mai-01,18.653
1951-juin-01,18.615
1951-juillet-01,18.406
1951-août-01,17.837
1951-septembre-01,17.078
1951-octobre-01,16.471
1951-novembre-01,16.224
1951-décembre-01,16.395
1952-janvier-01,17.4
1952-février-01,18.672
1952-mars-01,19.089
1952-avril-01,19.829
1952-mai-01,20
1952-juin-01,19.943
1952-juillet-01,19.526
1952-août-01,18.975
1952-septembre-01,18.463
1952-octobre-01,17.268
1952-novembre-01,16.414
1952-décembre-01,16.414
1953-janvier-01,16.755
1953-février-01,16.736
1953-mars-01,17.173
1953-avril-01,17.647
1953-mai-01,18.216
1953-juin-01,18.767
1953-juillet-01,18.539
1953-août-01,18.273
1953-septembre-01,17.419
1953-octobre-01,16.679
1953-novembre-01,15.996
1953-décembre-01,15.465
1954-janvier-01,15.408
1954-février-01,15.123
1954-mars-01,16.072
1954-avril-01,17.685
1954-mai-01,18.235
1954-juin-01,18.064
1954-juillet-01,17.818
1954-août-01,17.438
1954-septembre-01,16.812
1954-octobre-01,17.116
1954-novembre-01,17.211
1954-décembre-01,17.097
1955-janvier-01,17.495
1955-février-01,17.097
1955-mars-01,18.121
1955-avril-01,18.748
1955-mai-01,18.767
1955-juin-01,18.539
1955-juillet-01,18.102
1955-août-01,17.818
1955-septembre-01,17.002
1955-octobre-01,16.357
1955-novembre-01,15.56
1955-décembre-01,15.313
1956-janvier-01,14.782
1956-février-01,13.719
1956-mars-01,14.839
1956-avril-01,15.825
1956-mai-01,17.324
1956-juin-01,17.723
1956-juillet-01,17.685
1956-août-01,17.514
1956-septembre-01,16.907
1956-octobre-01,15.863
1956-novembre-01,14.934
1956-décembre-01,14.706
1957-janvier-01,14.383
1957-février-01,14.345
1957-mars-01,14.763
1957-avril-01,15.958
1957-mai-01,16.698
1957-juin-01,16.793
1957-juillet-01,17.23
1957-août-01,16.509
1957-septembre-01,15.787
1957-octobre-01,14.991
1957-novembre-01,14.08
1957-décembre-01,14.326
1958-janvier-01,14.497
1958-février-01,13.51
1958-mars-01,13.662
1958-avril-01,14.042
1958-mai-01,14.269
1958-juin-01,14.478
1958-juillet-01,14.972
1958-août-01,14.972
1958-septembre-01,14.573
1958-octobre-01,13.776
1958-novembre-01,13.017
1958-décembre-01,12.6
1959-janvier-01,12.296
1959-février-01,13.131
1959-mars-01,13.966
1959-avril-01,15.028
1959-mai-01,15.844
1959-juin-01,15.769
1959-juillet-01,15.237
1959-août-01,14.801
1959-septembre-01,14.137
1959-octobre-01,13.89
1959-novembre-01,13.416
1959-décembre-01,13.871
1960-janvier-01,14.478
1960-février-01,14.725
1960-mars-01,14.763
1960-avril-01,15.806
1960-mai-01,16.565
1960-juin-01,17.097
1960-juillet-01,17.306
1960-août-01,17.211
1960-septembre-01,16.717
1960-octobre-01,15.787
1960-novembre-01,14.801
1960-décembre-01,14.231
1961-janvier-01,13.966
1961-février-01,14.004
1961-mars-01,15.313
1961-avril-01,16.357
1961-mai-01,17.742
1961-juin-01,17.609
1961-juillet-01,17.249
1961-août-01,17.078
1961-septembre-01,16.509
1961-octobre-01,15.465
1961-novembre-01,14.706
1961-décembre-01,14.213
1962-janvier-01,13.662
1962-février-01,13.928
1962-mars-01,14.516
1962-avril-01,15.18
1962-mai-01,15.351
1962-juin-01,15.579
1962-juillet-01,15.446
1962-août-01,15.199
1962-septembre-01,14.725
1962-octobre-01,14.383
1962-novembre-01,14.231
1962-décembre-01,13.776
1963-janvier-01,13.15
1963-février-01,12.713
1963-mars-01,13.283
1963-avril-01,14.478
1963-mai-01,14.858
1963-juin-01,14.782
1963-juillet-01,14.307
1963-août-01,14.023
1963-septembre-01,13.529
1963-octobre-01,12.922
1963-novembre-01,12.41
1963-décembre-01,11.936
1964-janvier-01,11.784
1964-février-01,11.992
1964-mars-01,12.619
1964-avril-01,13.662
1964-mai-01,14.231
1964-juin-01,14.099
1964-juillet-01,13.833
1964-août-01,13.416
1964-septembre-01,12.922
1964-octobre-01,11.974
1964-novembre-01,11.461
1964-décembre-01,11.423
1965-janvier-01,11.86
1965-février-01,12.163
1965-mars-01,13.226
1965-avril-01,13.966
1965-mai-01,14.535
1965-juin-01,14.516
1965-juillet-01,14.231
1965-août-01,13.966
1965-septembre-01,13.738
1965-octobre-01,13.226
1965-novembre-01,12.998
1965-décembre-01,13.131
1966-janvier-01,13.7
1966-février-01,13.814
1966-mars-01,14.383
1966-avril-01,15.047
1966-mai-01,15.693
1966-juin-01,15.844
1966-juillet-01,15.712
1966-août-01,15.313
1966-septembre-01,14.763
1966-octobre-01,13.548
1966-novembre-01,13.586
1966-décembre-01,14.516
1967-janvier-01,14.383
1967-février-01,14.497
1967-mars-01,14.744
1967-avril-01,15.806
1967-mai-01,16.527
1967-juin-01,16.546
1967-juillet-01,16.717
1967-août-01,16.433
1967-septembre-01,15.769
1967-octobre-01,15.275
1967-novembre-01,15.123
1967-décembre-01,15.541
1968-janvier-01,15.825
1968-février-01,16.376
1968-mars-01,16.357
1968-avril-01,16.907
1968-mai-01,17.021
1968-juin-01,17.419
1968-juillet-01,17.533
1968-août-01,17.268
1968-septembre-01,16.603
1968-octobre-01,15.825
1968-novembre-01,15.446
1968-décembre-01,15.636
1969-janvier-01,15.693
1969-février-01,16.755
1969-mars-01,16.509
1969-avril-01,17.723
1969-mai-01,18.691
1969-juin-01,19.127
1969-juillet-01,19.564
1969-août-01,19.203
1969-septembre-01,18.216
1969-octobre-01,17.211
1969-novembre-01,16.66
1969-décembre-01,16.831
1970-janvier-01,15.769
1970-février-01,15.731
1970-mars-01,15.996
1970-avril-01,17.021
1970-mai-01,17.552
1970-juin-01,17.837
1970-juillet-01,17.856
1970-août-01,17.571
1970-septembre-01,17.078
1970-octobre-01,16.66
1970-novembre-01,16.433
1970-décembre-01,16.584
