name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,storm_date
Amy,1975,7,3,0,37.7,-62.8,tropical storm,0,55,986,NA,NA,1975-07-03
Amy,1975,7,3,6,38.2,-61.2,tropical storm,0,55,986,NA,NA,1975-07-03
Amy,1975,7,3,12,39.3,-59.6,tropical storm,0,55,986,NA,NA,1975-07-03
Amy,1975,7,3,18,40.5,-58,tropical storm,0,50,986,NA,NA,1975-07-03
Amy,1975,7,4,0,42.5,-54.8,tropical storm,0,50,986,NA,NA,1975-07-04
Amy,1975,7,4,6,44.5,-51.6,tropical storm,0,50,986,NA,NA,1975-07-04
Caroline,1975,8,24,12,22.4,-69.8,tropical depression,-1,25,1011,NA,NA,1975-08-24
Caroline,1975,8,24,18,21.9,-71.1,tropical depression,-1,25,1011,NA,NA,1975-08-24
Caroline,1975,8,25,0,21.6,-72.5,tropical depression,-1,25,1010,NA,NA,1975-08-25
Caroline,1975,8,25,6,21.2,-73.8,tropical depression,-1,25,1010,NA,NA,1975-08-25
Caroline,1975,8,25,12,20.9,-75.1,tropical depression,-1,25,1011,NA,NA,1975-08-25
Caroline,1975,8,25,18,20.6,-76.4,tropical depression,-1,25,1011,NA,NA,1975-08-25
Caroline,1975,8,26,0,20.4,-77.7,tropical depression,-1,25,1011,NA,NA,1975-08-26
Caroline,1975,8,26,6,20.3,-79,tropical depression,-1,25,1011,NA,NA,1975-08-26
Caroline,1975,8,26,12,20.2,-80.3,tropical depression,-1,25,1012,NA,NA,1975-08-26
Caroline,1975,8,26,18,20.2,-81.6,tropical depression,-1,25,1012,NA,NA,1975-08-26
Caroline,1975,8,27,0,20.4,-82.8,tropical depression,-1,25,1013,NA,NA,1975-08-27
Caroline,1975,8,27,6,20.8,-84,tropical depression,-1,25,1013,NA,NA,1975-08-27
Caroline,1975,8,27,12,21.1,-85.1,tropical depression,-1,25,1014,NA,NA,1975-08-27
Caroline,1975,8,27,18,21.5,-86.3,tropical depression,-1,25,1014,NA,NA,1975-08-27
Caroline,1975,8,28,0,22,-87.5,tropical depression,-1,25,1014,NA,NA,1975-08-28
Caroline,1975,8,28,6,22.4,-88.8,tropical depression,-1,25,1014,NA,NA,1975-08-28
Caroline,1975,8,28,12,22.8,-90.1,tropical depression,-1,25,1013,NA,NA,1975-08-28
Caroline,1975,8,28,18,22.9,-91,tropical depression,-1,25,1010,NA,NA,1975-08-28
Caroline,1975,8,29,0,23,-91.9,tropical depression,-1,30,1007,NA,NA,1975-08-29
Caroline,1975,8,29,6,23.1,-92.6,tropical storm,0,35,1003,NA,NA,1975-08-29
Caroline,1975,8,29,12,23.2,-93.2,tropical storm,0,40,999,NA,NA,1975-08-29
Caroline,1975,8,29,18,23.2,-93.6,tropical storm,0,50,994,NA,NA,1975-08-29
Caroline,1975,8,30,0,23.3,-94.2,hurricane,1,65,990,NA,NA,1975-08-30
Caroline,1975,8,30,6,23.5,-94.9,hurricane,1,65,990,NA,NA,1975-08-30
Caroline,1975,8,30,12,23.7,-95.6,hurricane,1,65,989,NA,NA,1975-08-30
Caroline,1975,8,30,18,23.8,-96.3,hurricane,1,70,987,NA,NA,1975-08-30
Caroline,1975,8,31,0,24,-97,hurricane,3,100,973,NA,NA,1975-08-31
Caroline,1975,8,31,6,24.1,-97.5,hurricane,3,100,963,NA,NA,1975-08-31
Caroline,1975,8,31,12,24.3,-97.8,hurricane,2,90,963,NA,NA,1975-08-31
Caroline,1975,8,31,18,24.8,-98,tropical storm,0,55,993,NA,NA,1975-08-31
Caroline,1975,9,1,0,25.1,-98.3,tropical depression,-1,30,1000,NA,NA,1975-09-01
Caroline,1975,9,1,6,25.2,-98.7,tropical depression,-1,20,1002,NA,NA,1975-09-01
Caroline,1975,9,1,12,25.3,-99,tropical depression,-1,20,1002,NA,NA,1975-09-01
Doris,1975,8,29,12,34.9,-48.9,tropical storm,0,45,1005,NA,NA,1975-08-29
Doris,1975,8,29,18,35.2,-49.1,tropical storm,0,50,1000,NA,NA,1975-08-29
Doris,1975,8,30,0,35.3,-48.9,tropical storm,0,55,997,NA,NA,1975-08-30
Doris,1975,8,30,6,35.3,-48.5,tropical storm,0,55,997,NA,NA,1975-08-30
Doris,1975,8,30,12,35.3,-48,tropical storm,0,55,997,NA,NA,1975-08-30
Doris,1975,8,30,18,35,-47.1,tropical storm,0,55,997,NA,NA,1975-08-30
Doris,1975,8,31,0,34.9,-46.3,hurricane,1,65,990,NA,NA,1975-08-31
Doris,1975,8,31,6,34.8,-45.7,hurricane,1,65,990,NA,NA,1975-08-31
Doris,1975,8,31,12,34.7,-45.2,hurricane,1,70,990,NA,NA,1975-08-31
Doris,1975,8,31,18,34.6,-44.9,hurricane,1,70,990,NA,NA,1975-08-31
Doris,1975,9,1,0,34.5,-44.6,hurricane,1,75,984,NA,NA,1975-09-01
Doris,1975,9,1,6,34.6,-44.2,hurricane,1,75,984,NA,NA,1975-09-01
Doris,1975,9,1,12,34.9,-44,hurricane,1,75,984,NA,NA,1975-09-01
Doris,1975,9,1,18,35.4,-44,hurricane,1,75,984,NA,NA,1975-09-01
Doris,1975,9,2,0,35.8,-44.4,hurricane,2,90,970,NA,NA,1975-09-02
Doris,1975,9,2,6,36.4,-44.5,hurricane,2,95,965,NA,NA,1975-09-02
Doris,1975,9,2,12,37,-44.3,hurricane,2,95,965,NA,NA,1975-09-02
Doris,1975,9,2,18,37.7,-44.2,hurricane,2,95,965,NA,NA,1975-09-02
Doris,1975,9,3,0,38.4,-43.8,hurricane,2,95,965,NA,NA,1975-09-03
Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,965,NA,NA,1975-09-03
Doris,1975,9,3,12,41.1,-43,hurricane,2,95,965,NA,NA,1975-09-03
Doris,1975,9,3,18,42,-42.5,hurricane,2,90,970,NA,NA,1975-09-03
Doris,1975,9,4,0,42.8,-42,tropical storm,0,60,995,NA,NA,1975-09-04
Belle,1976,8,6,6,26,-72.8,tropical depression,-1,25,1012,NA,NA,1976-08-06
Belle,1976,8,6,12,26.3,-73,tropical depression,-1,25,1012,NA,NA,1976-08-06
Belle,1976,8,6,18,26,-73.4,tropical depression,-1,30,1009,NA,NA,1976-08-06
Belle,1976,8,7,0,25.6,-73.2,tropical storm,0,40,1005,NA,NA,1976-08-07
Belle,1976,8,7,6,26,-73.2,tropical storm,0,45,1000,NA,NA,1976-08-07
Belle,1976,8,7,12,26.2,-73.7,tropical storm,0,55,993,NA,NA,1976-08-07
Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,985,NA,NA,1976-08-07
Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,972,NA,NA,1976-08-08
Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,962,NA,NA,1976-08-08
Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,959,NA,NA,1976-08-08
Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,958,NA,NA,1976-08-08
Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,957,NA,NA,1976-08-09
Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,959,NA,NA,1976-08-09
Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,963,NA,NA,1976-08-09
Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,970,NA,NA,1976-08-09
Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,977,NA,NA,1976-08-10
Belle,1976,8,10,6,41,-73.2,tropical storm,0,60,983,NA,NA,1976-08-10
Belle,1976,8,10,12,42.6,-72.4,tropical storm,0,35,992,NA,NA,1976-08-10
Gloria,1976,9,26,12,23,-58,tropical depression,-1,20,1009,NA,NA,1976-09-26
Gloria,1976,9,26,18,23.7,-58.1,tropical depression,-1,20,1007,NA,NA,1976-09-26
Gloria,1976,9,27,0,24.3,-58.2,tropical depression,-1,25,1005,NA,NA,1976-09-27
Gloria,1976,9,27,6,24.9,-58.1,tropical depression,-1,30,1001,NA,NA,1976-09-27
Gloria,1976,9,27,12,25.7,-58,tropical storm,0,35,997,NA,NA,1976-09-27
Gloria,1976,9,27,18,26.3,-58,tropical storm,0,45,994,NA,NA,1976-09-27
Gloria,1976,9,28,0,27,-58,tropical storm,0,55,993,NA,NA,1976-09-28
Gloria,1976,9,28,6,27.5,-58.2,tropical storm,0,60,992,NA,NA,1976-09-28
Gloria,1976,9,28,12,27.8,-58.6,tropical storm,0,60,992,NA,NA,1976-09-28
Gloria,1976,9,28,18,28.2,-59,tropical storm,0,60,991,NA,NA,1976-09-28
Gloria,1976,9,29,0,28.6,-59.5,tropical storm,0,60,988,NA,NA,1976-09-29
Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,984,NA,NA,1976-09-29
Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,979,NA,NA,1976-09-29
Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,973,NA,NA,1976-09-29
Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,970,NA,NA,1976-09-30
Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,971,NA,NA,1976-09-30
Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,977,NA,NA,1976-09-30
Gloria,1976,9,30,18,34,-57.5,hurricane,2,90,981,NA,NA,1976-09-30
Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,985,NA,NA,1976-10-01
Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,988,NA,NA,1976-10-01
Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,990,NA,NA,1976-10-01
Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,992,NA,NA,1976-10-01
Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,993,NA,NA,1976-10-02
Gloria,1976,10,2,6,36.6,-50.8,tropical storm,0,60,994,NA,NA,1976-10-02
Gloria,1976,10,2,12,36.8,-49.9,tropical storm,0,60,995,NA,NA,1976-10-02
Gloria,1976,10,2,18,36.9,-49,tropical storm,0,55,996,NA,NA,1976-10-02
Gloria,1976,10,3,0,36.8,-48.3,tropical storm,0,50,997,NA,NA,1976-10-03
Gloria,1976,10,3,6,36.4,-47.6,tropical storm,0,45,998,NA,NA,1976-10-03
Gloria,1976,10,3,12,36.2,-46.9,tropical storm,0,40,999,NA,NA,1976-10-03
Gloria,1976,10,3,18,35.8,-45.8,tropical storm,0,40,1001,NA,NA,1976-10-03
Gloria,1976,10,4,0,35.7,-44.6,tropical storm,0,35,1002,NA,NA,1976-10-04
Gloria,1976,10,4,6,36,-43,tropical depression,-1,30,1003,NA,NA,1976-10-04
Gloria,1976,10,4,12,36.5,-41.4,tropical depression,-1,30,1005,NA,NA,1976-10-04
Gloria,1976,10,4,18,37.4,-38.7,tropical depression,-1,30,1006,NA,NA,1976-10-04
Anita,1977,8,29,12,26.9,-88.4,tropical depression,-1,20,1012,NA,NA,1977-08-29
Anita,1977,8,29,18,27,-88.9,tropical depression,-1,25,1010,NA,NA,1977-08-29
Anita,1977,8,30,0,26.9,-89.4,tropical depression,-1,30,1009,NA,NA,1977-08-30
Anita,1977,8,30,6,26.8,-89.8,tropical storm,0,40,1006,NA,NA,1977-08-30
Anita,1977,8,30,12,26.7,-90.3,tropical storm,0,50,1003,NA,NA,1977-08-30
Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,997,NA,NA,1977-08-30
Anita,1977,8,31,0,26.4,-91,hurricane,1,70,991,NA,NA,1977-08-31
Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,988,NA,NA,1977-08-31
Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,986,NA,NA,1977-08-31
Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,985,NA,NA,1977-08-31
Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,979,NA,NA,1977-09-01
Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,972,NA,NA,1977-09-01
Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,963,NA,NA,1977-09-01
Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,945,NA,NA,1977-09-01
Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,931,NA,NA,1977-09-02
Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,926,NA,NA,1977-09-02
Anita,1977,9,2,12,23.7,-98,hurricane,4,120,940,NA,NA,1977-09-02
Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,978,NA,NA,1977-09-02
Anita,1977,9,3,0,22.5,-101,tropical storm,0,40,998,NA,NA,1977-09-03
Anita,1977,9,3,6,22,-103,tropical depression,-1,25,1011,NA,NA,1977-09-03
Clara,1977,9,5,12,32.8,-80,tropical depression,-1,20,1015,NA,NA,1977-09-05
Clara,1977,9,5,18,33.2,-79,tropical depression,-1,20,1014,NA,NA,1977-09-05
Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,1013,NA,NA,1977-09-06
Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,1012,NA,NA,1977-09-06
Clara,1977,9,6,12,34,-77,tropical depression,-1,25,1011,NA,NA,1977-09-06
Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,1010,NA,NA,1977-09-06
Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,1010,NA,NA,1977-09-07
Clara,1977,9,7,6,34.6,-75,tropical depression,-1,30,1010,NA,NA,1977-09-07
Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,1010,NA,NA,1977-09-07
Clara,1977,9,7,18,34.9,-73,tropical depression,-1,30,1010,NA,NA,1977-09-07
Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,1006,NA,NA,1977-09-08
Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,1001,NA,NA,1977-09-08
Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,993,NA,NA,1977-09-08
Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,994,NA,NA,1977-09-08
Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,998,NA,NA,1977-09-09
Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,1000,NA,NA,1977-09-09
Clara,1977,9,9,12,34,-62.8,tropical storm,0,55,999,NA,NA,1977-09-09
Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,1001,NA,NA,1977-09-09
Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,1000,NA,NA,1977-09-10
Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,1000,NA,NA,1977-09-10
Clara,1977,9,10,12,33,-63.8,tropical storm,0,45,1001,NA,NA,1977-09-10
Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,1001,NA,NA,1977-09-10
Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,1002,NA,NA,1977-09-11
Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,1002,NA,NA,1977-09-11
Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,1010,NA,NA,1977-10-13
Evelyn,1977,10,14,0,29,-64,tropical depression,-1,30,1008,NA,NA,1977-10-14
Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,1005,NA,NA,1977-10-14
Evelyn,1977,10,14,12,33,-64.9,tropical storm,0,40,1002,NA,NA,1977-10-14
Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,999,NA,NA,1977-10-14
Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,994,NA,NA,1977-10-15
Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,996,NA,NA,1977-10-15
Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,998,NA,NA,1977-10-15
Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,999,NA,NA,1977-10-15
Amelia,1978,7,30,18,25.7,-97,tropical depression,-1,30,1006,NA,NA,1978-07-30
Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,1005,NA,NA,1978-07-31
Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,1007,NA,NA,1978-07-31
Amelia,1978,7,31,12,28,-98.2,tropical storm,0,35,1008,NA,NA,1978-07-31
Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,1010,NA,NA,1978-07-31
Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,1010,NA,NA,1978-08-01
Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,1012,NA,NA,1978-08-05
Bess,1978,8,5,18,25.1,-91,tropical depression,-1,20,1012,NA,NA,1978-08-05
Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,1011,NA,NA,1978-08-06
Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,1010,NA,NA,1978-08-06
Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,1009,NA,NA,1978-08-06
Bess,1978,8,6,18,23.9,-94,tropical storm,0,35,1008,NA,NA,1978-08-06
Bess,1978,8,7,0,23.3,-95,tropical storm,0,40,1007,NA,NA,1978-08-07
Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,1006,NA,NA,1978-08-07
Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,1005,NA,NA,1978-08-07
Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,1006,NA,NA,1978-08-07
Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,1007,NA,NA,1978-08-08
Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,1008,NA,NA,1978-08-08
Bess,1978,8,8,12,20,-97,tropical depression,-1,25,1010,NA,NA,1978-08-08
Cora,1978,8,7,12,13,-35,tropical depression,-1,25,1010,NA,NA,1978-08-07
Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,1010,NA,NA,1978-08-07
Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,1009,NA,NA,1978-08-08
Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,1008,NA,NA,1978-08-08
Cora,1978,8,8,12,14,-41.5,tropical storm,0,50,1003,NA,NA,1978-08-08
Cora,1978,8,8,18,14,-43.2,hurricane,1,65,990,NA,NA,1978-08-08
Cora,1978,8,9,0,14,-44.9,hurricane,1,80,980,NA,NA,1978-08-09
Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,980,NA,NA,1978-08-09
Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,988,NA,NA,1978-08-09
Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,998,NA,NA,1978-08-09
Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,1006,NA,NA,1978-08-10
Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,1007,NA,NA,1978-08-10
Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,1007,NA,NA,1978-08-10
Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,1008,NA,NA,1978-08-10
Cora,1978,8,11,0,12,-60.9,tropical storm,0,45,1008,NA,NA,1978-08-11
Cora,1978,8,11,6,12,-62.8,tropical storm,0,35,1008,NA,NA,1978-08-11
Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,1008,NA,NA,1978-08-11
Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,1009,NA,NA,1978-08-11
Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,1010,NA,NA,1978-08-12
Juliet,1978,10,7,18,18,-55.6,tropical depression,-1,25,1011,NA,NA,1978-10-07
Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,1010,NA,NA,1978-10-08
Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,1009,NA,NA,1978-10-08
Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,1008,NA,NA,1978-10-08
Juliet,1978,10,8,18,19,-59.8,tropical storm,0,40,1007,NA,NA,1978-10-08
Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,1006,NA,NA,1978-10-09
Juliet,1978,10,9,6,19.7,-62,tropical storm,0,45,1006,NA,NA,1978-10-09
Juliet,1978,10,9,12,19.9,-63,tropical storm,0,45,1006,NA,NA,1978-10-09
Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,1006,NA,NA,1978-10-09
Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,1006,NA,NA,1978-10-10
Juliet,1978,10,10,6,21.7,-67,tropical storm,0,45,1006,NA,NA,1978-10-10
Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,1006,NA,NA,1978-10-10
Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,1006,NA,NA,1978-10-10
Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,1006,NA,NA,1978-10-11
Juliet,1978,10,11,6,28.3,-71,tropical storm,0,40,1006,NA,NA,1978-10-11
Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,1006,NA,NA,1978-10-11
Ana,1979,6,19,12,10,-45,tropical depression,-1,25,1011,NA,NA,1979-06-19
Ana,1979,6,19,18,10.2,-46,tropical depression,-1,25,1011,NA,NA,1979-06-19
Ana,1979,6,20,0,10.5,-47,tropical depression,-1,25,1010,NA,NA,1979-06-20
Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,1010,NA,NA,1979-06-20
Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,1010,NA,NA,1979-06-20
Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,1009,NA,NA,1979-06-20
Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,1009,NA,NA,1979-06-21
Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,1008,NA,NA,1979-06-21
Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,1008,NA,NA,1979-06-21
Ana,1979,6,21,18,13.9,-53.5,tropical depression,-1,30,1007,NA,NA,1979-06-21
Ana,1979,6,22,0,14.2,-54.7,tropical storm,0,35,1007,NA,NA,1979-06-22
Ana,1979,6,22,6,14.2,-55.8,tropical storm,0,40,1005,NA,NA,1979-06-22
Ana,1979,6,22,12,14.2,-56.9,tropical storm,0,50,1006,NA,NA,1979-06-22
Ana,1979,6,22,18,14.1,-58.3,tropical storm,0,40,1008,NA,NA,1979-06-22
Ana,1979,6,23,0,14.1,-59.8,tropical storm,0,35,1010,NA,NA,1979-06-23
Ana,1979,6,23,6,14,-61.3,tropical depression,-1,30,1012,NA,NA,1979-06-23
Ana,1979,6,23,12,14,-62.8,tropical depression,-1,25,1012,NA,NA,1979-06-23
Ana,1979,6,23,18,14,-64.5,tropical depression,-1,25,1012,NA,NA,1979-06-23
Ana,1979,6,24,0,14,-66.2,tropical depression,-1,25,1012,NA,NA,1979-06-24
Bob,1979,7,9,12,22,-96,tropical depression,-1,20,1012,NA,NA,1979-07-09
Bob,1979,7,9,18,22.5,-95.3,tropical depression,-1,25,1010,NA,NA,1979-07-09
Bob,1979,7,10,0,23,-94.6,tropical depression,-1,30,1007,NA,NA,1979-07-10
Bob,1979,7,10,6,23.5,-93.8,tropical storm,0,35,1004,NA,NA,1979-07-10
Bob,1979,7,10,12,24,-93,tropical storm,0,50,998,NA,NA,1979-07-10
Bob,1979,7,10,18,25,-92.3,tropical storm,0,55,996,NA,NA,1979-07-10
Bob,1979,7,11,0,26.2,-91.6,hurricane,1,65,988,NA,NA,1979-07-11
Bob,1979,7,11,6,27.8,-91.1,hurricane,1,65,991,NA,NA,1979-07-11
Bob,1979,7,11,12,29.1,-90.6,hurricane,1,65,986,NA,NA,1979-07-11
Bob,1979,7,11,18,31,-90.2,tropical storm,0,40,992,NA,NA,1979-07-11
Bob,1979,7,12,0,32.5,-89.9,tropical depression,-1,30,998,NA,NA,1979-07-12
Bob,1979,7,12,6,34,-89.7,tropical depression,-1,25,1002,NA,NA,1979-07-12
Bob,1979,7,12,12,35.9,-89.1,tropical depression,-1,25,1004,NA,NA,1979-07-12
Bob,1979,7,12,18,37.2,-87.8,tropical depression,-1,25,1006,NA,NA,1979-07-12
Bob,1979,7,13,0,38.5,-86.5,tropical depression,-1,25,1006,NA,NA,1979-07-13
Bob,1979,7,13,6,38.8,-85.3,tropical depression,-1,25,1006,NA,NA,1979-07-13
Bob,1979,7,13,12,39,-84,tropical depression,-1,25,1007,NA,NA,1979-07-13
Bob,1979,7,13,18,39,-82.7,tropical depression,-1,25,1008,NA,NA,1979-07-13
Bob,1979,7,14,0,39,-81.3,tropical depression,-1,20,1009,NA,NA,1979-07-14
Bob,1979,7,14,6,38.7,-80.1,tropical depression,-1,20,1009,NA,NA,1979-07-14
Bob,1979,7,14,12,38.3,-78.8,tropical depression,-1,20,1010,NA,NA,1979-07-14
Bob,1979,7,14,18,37.9,-77.7,tropical depression,-1,20,1010,NA,NA,1979-07-14
Bob,1979,7,15,0,37.5,-76.5,tropical depression,-1,20,1011,NA,NA,1979-07-15
Bob,1979,7,15,6,36.8,-76.3,tropical depression,-1,20,1011,NA,NA,1979-07-15
Bob,1979,7,15,12,36,-76,tropical depression,-1,20,1012,NA,NA,1979-07-15
Bob,1979,7,15,18,35,-76.3,tropical depression,-1,20,1012,NA,NA,1979-07-15
Bob,1979,7,16,0,34,-76.5,tropical depression,-1,20,1013,NA,NA,1979-07-16
Bob,1979,7,16,6,33.5,-75.8,tropical depression,-1,20,1013,NA,NA,1979-07-16
Bob,1979,7,16,12,33,-75,tropical depression,-1,20,1014,NA,NA,1979-07-16
